URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:6NBZu27n3cxEk4y4c2Kxi8,1-800,"spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz, spotify:artist:3rkwWB8rbBCNTrSvVUBa6C","bbno$, Ironmouse",spotify:album:1EsY408Bg5cxj5SCa6ABaI,1-800,"spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz, spotify:artist:3rkwWB8rbBCNTrSvVUBa6C","bbno$, Ironmouse",2025-06-27,https://i.scdn.co/image/ab67616d0000b27374b3bf7eefcc97a5d185a532,1,1,209515,https://p.scdn.co/mp3-preview/6fba79db6498f14ad2a5b799f8a601f01e37dd5a?cid=9950ac751e34487dbbe027c4fd7f8e99,True,74,CA5KR2538047,,2025-10-14T19:51:51Z
spotify:track:03k5hw63a5e0jSJOjkoueG,10 Things I Hate About Jew,spotify:artist:77avA3qzF6itxvXlb2mmNy,Rucka Rucka Ali,spotify:album:0kd8AuJ7fdWSxEi3wX23X5,10 Things I Hate About Jew,spotify:artist:77avA3qzF6itxvXlb2mmNy,Rucka Rucka Ali,2022-08-27,https://i.scdn.co/image/ab67616d0000b273787f022ea183686a8bbf8248,1,1,157402,,True,0,TCAGK2233121,,2024-08-14T19:50:59Z
spotify:track:29y2j3s6i528lBTSMP0wbE,1916,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:7x74AsZWhJloc6tKOF7Nty,Stories From The Western Front,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2023-04-14,https://i.scdn.co/image/ab67616d0000b273f7c4fa2945dd8132eada410b,1,1,216813,https://p.scdn.co/mp3-preview/e7d703799aa4d41be0178118fd03abe02ea162a8?cid=9950ac751e34487dbbe027c4fd7f8e99,True,53,SE6HE2300201,,2025-07-06T17:39:20Z
spotify:track:5EMX5Ed9GIlhTuQTiU8hxc,24-hour Cinderella - Full Spec Edition,spotify:artist:2zVL188G4nA4K7JtwwkULn,真島吾朗(宇垣秀成),spotify:album:1aIDQgb9nklXl66X0C1Drc,Goro Majima Karaoke hit song collection(Ryu ga gotoku7 hikari to yami no yukue),spotify:artist:4ShgdWtm52xvEr8uYmT0V6,SEGA SOUND TEAM,2020-01-16,https://i.scdn.co/image/ab67616d0000b2733aecad4bb7cbd784f92d2f9a,1,1,251837,https://p.scdn.co/mp3-preview/bec5ed4c2515ccf15c3e2ff25c1340c6202ca449?cid=9950ac751e34487dbbe027c4fd7f8e99,False,46,JPR501929942,,2025-02-26T13:18:54Z
spotify:track:4zvXVO0SrMYIMHVGdOm0DA,82nd All the Way,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:7FtCDX4COLE3HR2vBv7411,The Great War,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2019-07-19,https://i.scdn.co/image/ab67616d0000b273b37a2bb117c7ae30ee77b6bd,1,3,211160,https://p.scdn.co/mp3-preview/785a1bca525f445f7e6ba9fe501749c79414e5a8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,SE2EG1900103,,2024-04-18T04:50:17Z
spotify:track:7dYbLCHJyrdLP3xxsmP3kr,A Stranger I Remain (Maniac Agenda Mix),spotify:artist:7n6lG8A060pz97EcLRLC4r,Jamie Christopherson,spotify:album:2baz5WbW2zCCGaGtKbkida,Metal Gear Rising: Revengeance (Original Game Soundtrack) [Vocal Tracks],spotify:artist:7n6lG8A060pz97EcLRLC4r,Jamie Christopherson,2013-02-18,https://i.scdn.co/image/ab67616d0000b273e65ad5e9fc72cba8ddee14a5,1,5,145706,https://p.scdn.co/mp3-preview/5d66b930fe56eba4b483daaec5a589b362467b81?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,USSR21300192,,2024-10-09T05:35:44Z
spotify:track:4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,spotify:album:5e7T2qUigzt0oIr50KsOld,Be Not Nobody,spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,2002-04-30,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,1,3,237493,https://p.scdn.co/mp3-preview/1dab77144140b38cf360a7e770f002335884954f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USIR10210955,,2025-08-05T17:24:23Z
spotify:track:7nYkF8NYK1vIiOvJS5ssk9,Abajo con el trabajo,spotify:artist:4HNNkJyfZVm2MpsWq3EkzB,Hostia Pedagógica,spotify:album:61Lm0RN9lYAKafPKiPaSo5,Abajo con el trabajo,spotify:artist:4HNNkJyfZVm2MpsWq3EkzB,Hostia Pedagógica,2025-09-19,https://i.scdn.co/image/ab67616d0000b273059476eb7ebc8bcb771ad973,1,1,231771,https://p.scdn.co/mp3-preview/561ea388caad1cebfa119dc53823c3f0e50d1d9c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,ES6612500786,,2026-01-19T15:04:04Z
spotify:track:1vuWlF2OWLtBqPNz0aoatB,Against The Tide (The Captain's Tarantella),spotify:artist:0Gtv3Wi6jj0lW1Po5QbIGS,Sail North,spotify:album:536MJ4JcGPGEVZFXr2CBhA,Against The Tide (The Captain's Tarantella),spotify:artist:0Gtv3Wi6jj0lW1Po5QbIGS,Sail North,2024-09-06,https://i.scdn.co/image/ab67616d0000b27336bf914a4dd2ca73b4bf5984,1,1,169786,https://p.scdn.co/mp3-preview/86abc1258fec5321d2b861d9d9b5e3a25ef24821?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,QZSYP2473703,,2025-08-20T08:29:21Z
spotify:track:1Bv3h7Vc4AaYA2BcSM3rVd,All I Wanted,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:27UqZoE1kV6sIV6uQcI28A,Brand New Eyes,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2009-09-25,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,1,11,225786,https://p.scdn.co/mp3-preview/fadaf634f508c2982f9d94e4e3bb3780e9619732?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USAT20902328,,2025-10-14T21:43:17Z
