URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles,spotify:album:2widuo17g5CEC66IbzveRu,Hotel California (2013 Remaster),spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles,1976-12-08,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778,1,1,391376,https://p.scdn.co/mp3-preview/6fedc11d0f55bef176cc1c5725ac1c57f9a2534a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,86,USEE11300353,,2024-05-06T05:10:43Z
spotify:track:2HYFX63wP3otVIvopRS99Z,Houdini,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:6Xuu2z00jxRPZei4IJ9neK,Houdini,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,2024-05-31,https://i.scdn.co/image/ab67616d0000b273810603c94c9246379604cf1a,1,1,227239,https://p.scdn.co/mp3-preview/fbc02b088cac7def5bac093173f173577d27aeac?cid=9950ac751e34487dbbe027c4fd7f8e99,True,75,USUG12403398,,2024-07-13T19:55:06Z
spotify:track:38NAdpjekTU3ReBoq4mykc,How It's Done (Metal Version),spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,spotify:album:4C5eoIVWNeP1zK8Rhqb0Bs,KPop Demon Hunters Meets Metal,spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,2025-10-02,https://i.scdn.co/image/ab67616d0000b2739da3a96430ce681c354312a0,1,1,172500,https://p.scdn.co/mp3-preview/2e2fc97bc60e2beaff5eb1bcd023293d5f528c81?cid=9950ac751e34487dbbe027c4fd7f8e99,False,46,QT4K42543544,,2025-10-04T15:55:22Z
spotify:track:3RXUgPNIbUgFxsDWuBQEt6,How It’s Done,"spotify:artist:2yNNYQBChuox9A5Ka93BIn, spotify:artist:0RMJOzHDhAKY1o2j0W0vxY, spotify:artist:0Wwji82sLA0Hcvtuak3omb, spotify:artist:6U1dV7aL68N7Gb0Naq34V5, spotify:artist:7mW7Tv7NvywKKXqafZo0Lc","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",spotify:album:14JkAa6IiFaOh5s0nMyMU9,KPop Demon Hunters (Soundtrack from the Netflix Film),"spotify:artist:7mW7Tv7NvywKKXqafZo0Lc, spotify:artist:2yNNYQBChuox9A5Ka93BIn, spotify:artist:0BJ2EjOqcfgFvlZXNKrNbE","KPop Demon Hunters Cast, HUNTR/X, Saja Boys",2025-06-20,https://i.scdn.co/image/ab67616d0000b2734dcb6c5df15cf74596ab25a4,1,2,176059,https://p.scdn.co/mp3-preview/6e273b20df5a821be0c97c61509ed28ffab4fb0e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,87,QZ8BZ2513508,,2025-10-04T15:54:36Z
spotify:track:6Pd8HUW71iIjalkxJbo8FP,Hurt You,spotify:artist:4MzJMcHQBl9SIYSjwWn8QW,Spiritbox,spotify:album:4OXoBlapQygTdzAifJm8BL,Eternal Blue,spotify:artist:4MzJMcHQBl9SIYSjwWn8QW,Spiritbox,2021-09-17,https://i.scdn.co/image/ab67616d0000b2733e234c82f96fa4ded8e5ca47,1,2,226186,https://p.scdn.co/mp3-preview/8c5efb1e7897da234150f7987d8681aeb0e8c88b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,QMRSZ2100655,,2024-05-30T08:16:01Z
spotify:track:01byVowKTekrZBXYvSU4Wx,Hypnotize,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down,spotify:album:3qL21V8J9Zj8X00Qlgvj6l,Hypnotize,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down,2005-11-22,https://i.scdn.co/image/ab67616d0000b273645d6b9074c9a419f4413591,1,4,189440,https://p.scdn.co/mp3-preview/34437a737a6070f5a6b39c169468445c827f3517?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,USSM10505330,,2025-11-06T16:56:43Z
spotify:track:0byOqNZN9ailhoORv5Ps0Z,I Am a Rock,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,spotify:album:07RAGILF28QweYQSZasr5k,Sounds Of Silence,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1966-01-17,https://i.scdn.co/image/ab67616d0000b2734b139bf6224f8f7eae9b4b0e,1,11,169271,https://p.scdn.co/mp3-preview/2987263f1268e671b05101d0f4748ae5e6ebe8e9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,57,USSM16501154,,2024-07-23T14:02:57Z
spotify:track:0VpxOupwmIu8fA4JyPQ1J1,I DO,"spotify:artist:7iQDPgk7Gjx7RR0YWo8MsQ, spotify:artist:7Al85ZdCo2ZoQiBghDSj7o","NIJUUGO*A, 重音テト",spotify:album:0x4S824T8KUwh3EBM8jzMS,I DO,spotify:artist:7iQDPgk7Gjx7RR0YWo8MsQ,NIJUUGO*A,2025-08-06,https://i.scdn.co/image/ab67616d0000b2738d821e009d16720e9f8dc5de,1,1,243200,https://p.scdn.co/mp3-preview/cb559f74d4adc9f0b442a6dd390e8972a591e37a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,JP92N2540828,,2026-01-04T23:47:24Z
spotify:track:6aKFhrOKOEswdAYOdEKKPb,I Found Myself Again,spotify:artist:2w3CNazO4oIRdZNtWNBOEE,Jenny Hayes,spotify:album:5ddg0lPzDaVM1rQVPKzWAO,じぶんをまたみつけた,spotify:artist:2w3CNazO4oIRdZNtWNBOEE,Jenny Hayes,2025-08-08,https://i.scdn.co/image/ab67616d0000b273ad71dcd622509d051429460e,1,2,180965,https://p.scdn.co/mp3-preview/dba7c1f8b4b9397ea60beb531ed59643295bf1c0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,QZWFE2517976,,2025-08-21T12:28:07Z
spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,spotify:album:38pfSOHvxHqDWwDnjZ25U5,Three Days Grace (Expanded Edition),spotify:artist:2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,2003-07-22,https://i.scdn.co/image/ab67616d0000b273447bdb4eab501ce0a15811c0,1,3,231480,https://p.scdn.co/mp3-preview/a6c3822f2022bda6d8067f0e9b62a55368130009?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,USJI10300075,,2025-06-06T08:54:07Z
