URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:6pPCkAzVYapjObH73BWu9t,Father,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:53VtJpStdfdFG2MSJRgZgC,Weapons Of The Modern Age,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2022-09-30,https://i.scdn.co/image/ab67616d0000b2735c10731c43c23715b0dfa2b2,1,1,278093,https://p.scdn.co/mp3-preview/d85ce9caf1227a25b8cf7d925bb0866983e410dc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,SE6HE2200501,,2024-08-31T22:11:38Z
spotify:track:40wmXUgVB0N5eLK8CuOhm3,Feed the Machine,spotify:artist:0YHgnSkV3S5mvSSCTRWDi5,Poor Man's Poison,spotify:album:0lKGADKI9s71jBqJe5xYhn,Feed the Machine,spotify:artist:0YHgnSkV3S5mvSSCTRWDi5,Poor Man's Poison,2020-07-17,https://i.scdn.co/image/ab67616d0000b273999247481fd9eec8afcabdc3,1,1,183328,https://p.scdn.co/mp3-preview/e9b32074ad80e5cf200b110d9dd18efa3bd5fbd1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,TCAEZ2046970,,2026-01-27T21:26:37Z
spotify:track:1ZI607lJxi4P8RKtSHiYyd,Feel,spotify:artist:2SjtrCN3OEXHeomgAH6MVY,Lies of P,spotify:album:5gJEFiXI4rIXC2TWIx65ZQ,Lies of P (Original Soundtrack),spotify:artist:2SjtrCN3OEXHeomgAH6MVY,Lies of P,2023-11-16,https://i.scdn.co/image/ab67616d0000b27317323a40820a233fe628106b,1,1,237968,https://p.scdn.co/mp3-preview/c67880baf2411145eaa18f3b5c2b7208482ad91b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,55,KRNAR2353955,,2024-11-06T08:15:20Z
spotify:track:0i8JFpqe9cKwnrcvoNgl1L,Feel Invincible,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,spotify:album:4rJu3hBFAUqIAQOlSStJzO,Unleashed,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,2016-08-05,https://i.scdn.co/image/ab67616d0000b2733387bacdfd59f32e14dbe17a,1,1,229933,https://p.scdn.co/mp3-preview/405bd22441e5c13a677a5e0ac351aeffbc6b8255?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,USAT21601370,,2025-08-05T23:58:13Z
spotify:track:2VS1jveuhfU7Latlgfh62T,Fields of Verdun,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:7FtCDX4COLE3HR2vBv7411,The Great War,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2019-07-19,https://i.scdn.co/image/ab67616d0000b273b37a2bb117c7ae30ee77b6bd,1,9,197413,https://p.scdn.co/mp3-preview/ac253fe61b7ae7c03206203cfafb410e363d14c4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,SE2EG1900109,,2025-07-20T16:15:17Z
spotify:track:304aaNYZVdnttVAEcVXTsu,Fight Me Bite Me,spotify:artist:6tZd1YxFmwPyRcX5VGId8A,Guitarheropianozero,spotify:album:2OFANf1HIO1JTOOpoJs32V,Fight Me Bite Me,spotify:artist:6tZd1YxFmwPyRcX5VGId8A,Guitarheropianozero,2025-11-08,https://i.scdn.co/image/ab67616d0000b2738a2b2ad058faf35eaafd18df,1,1,185942,https://p.scdn.co/mp3-preview/b760dd79479c55281599e53185b163c69770ebf9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,USY282504846,,2025-11-12T18:58:38Z
spotify:track:2qW2Ml0ynOXxAiJfFzus2I,Final Checkpoint 最終チェックポイント,spotify:artist:6QDNLGl9y1BfMK7i2qQF1t,Metal Blossom 金属の花,spotify:album:7vvzCaoccmGfOxKW45m7RU,As the World Burns 世界が燃え上がる中で,spotify:artist:6QDNLGl9y1BfMK7i2qQF1t,Metal Blossom 金属の花,2025-05-07,https://i.scdn.co/image/ab67616d0000b2734e02a3405c744acf81ba04da,1,12,188840,https://p.scdn.co/mp3-preview/8e1f592301d7e3c1ecc4248da42b07c99092af2d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,QZNWT2567921,,2025-08-20T08:46:53Z
spotify:track:1ctrJmczPsVgfQv6ZUoALD,Fire It Up,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Thousand Foot Krutch,spotify:album:0naBUL1S18t9eY9hR9YbDM,Welcome To The Masquerade,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Thousand Foot Krutch,2009-01-01,https://i.scdn.co/image/ab67616d0000b27349650271cfb119ad20bce6dd,1,3,187840,https://p.scdn.co/mp3-preview/53797c1e95cc3674c47b6f4f120725cccac1ca29?cid=9950ac751e34487dbbe027c4fd7f8e99,False,44,USTN10900141,,2025-08-06T00:07:48Z
spotify:track:3kjl8OvStYX5kjcmbCqCjX,Fire N Ice feat. Mori Calliope,spotify:artist:6UCFRdg4ySMWj6O4QRKyZs,Takanashi Kiara,spotify:album:5N8TdYD4gbIYMg08T2PDgj,Fire N Ice feat. Mori Calliope,spotify:artist:6UCFRdg4ySMWj6O4QRKyZs,Takanashi Kiara,2023-12-15,https://i.scdn.co/image/ab67616d0000b2737437df42842dd7970c3ec023,1,1,181428,https://p.scdn.co/mp3-preview/0477125dd72a0c745cb97a4a903d70f67870a5f8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,JPV752308016,,2025-10-28T23:15:36Z
spotify:track:2KxvCRq8FCPtHZmTOG6fmE,Firestorm,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:0ByHC8GAef76h66JrvigzE,The Art of War (Re-Armed),spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2010-09-24,https://i.scdn.co/image/ab67616d0000b273052d58444fff15346b74f242,1,12,205666,https://p.scdn.co/mp3-preview/427e0e06526091f069f41fb8b02c155b2ab2f56a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,SE2EG1000412,,2024-07-19T16:46:09Z
