URI de la canción,Nombre de la canción,URI(s) del artista,Nombre(s) del artista,URI del álbum,Nombre del álbum,URI(s) del artista del álbum,Nombre(s) del artista del álbum,Fecha de lanzamiento del álbum,URL de la imagen del álbum,Número de disco,Número de la canción,Duración de la canción (ms),URL de vista previa de la canción,Explícito,Popularidad,ISRC,Añadido por,Añadido en
spotify:track:2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:album:24TAupSNVWSAHL0R7n71vm,Bad 25th Anniversary,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,2012-09-18,https://i.scdn.co/image/ab67616d0000b273605223665713cdf285ee0c81,1,10,257766,https://p.scdn.co/mp3-preview/19576b292222269f8d5bafe2208f788eaf77ee41?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,USSM11204989,,2024-05-29T19:53:52Z
spotify:track:3rID8KorQBEzjtSANGNVXa,Soda Pop (Metal Version),spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,spotify:album:4C5eoIVWNeP1zK8Rhqb0Bs,KPop Demon Hunters Meets Metal,spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,2025-10-02,https://i.scdn.co/image/ab67616d0000b2739da3a96430ce681c354312a0,1,2,155535,https://p.scdn.co/mp3-preview/de0ae93b0a77a1e2df8197a6ca921a39eb8db2fa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,QT4K42524555,,2025-10-04T15:55:27Z
spotify:track:0URCTFCWXOg3JQximz1u30,Soldier of 3 Armies,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:5TdhTTvwtD0ekZBYve97r7,Heroes,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2014-05-16,https://i.scdn.co/image/ab67616d0000b273735eecca68d3bb03e2e35a75,1,8,218066,https://p.scdn.co/mp3-preview/ad386379ae3575f0d8176117f2132baea47b98d8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,SE2EG1400108,,2025-07-20T16:16:04Z
spotify:track:2c03eSv5IkwbDty49pKg1L,Soldier of Heaven,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:3kB4VjXKKCY7l5xeH113Da,The War to End All Wars,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2022-03-04,https://i.scdn.co/image/ab67616d0000b2734973c03327b47148881afe9c,1,4,218000,https://p.scdn.co/mp3-preview/306b00135723720379053f5c6191842746844525?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,SE6HE2200105,,2025-03-06T05:55:34Z
spotify:track:718MZU8BucRZes9NiBWBkG,"Sorairo Days (From ""Gurren Lagann"")",spotify:artist:4sf4DrAOkheqktxTyKm7tO,AmaLee,spotify:album:0rGKEhiSyEwmcpQoU5Gg61,Nostalgia,spotify:artist:4sf4DrAOkheqktxTyKm7tO,AmaLee,2017-01-07,https://i.scdn.co/image/ab67616d0000b273c2dca11302592a1ff706bc67,1,4,238620,https://p.scdn.co/mp3-preview/f8476c9625ded38fdf2c30b97d38c6698bf3cf30?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,QZ4JJ1655995,,2025-08-26T22:04:46Z
spotify:track:4ijPgRq7mi8WQNtH3W8ZlD,soul food,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,spotify:album:4rDKCCOutbqoVQhNzQYJdD,SINDERELLA,spotify:artist:1PhE6rv0146ZTQosoPDjk8,Mori Calliope,2022-12-15,https://i.scdn.co/image/ab67616d0000b273681ddd99071704a638414014,1,6,176413,https://p.scdn.co/mp3-preview/02f23b3b723591fd7d244d494ffa389855d04975?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,JPPO02204462,,2025-09-22T14:56:28Z
spotify:track:6ngjTxVHdYukQqm833H8id,soy tu problema,spotify:artist:0jIhz2FFQmwcjj63SJh63h,Candela Gómez,spotify:album:4vlXgANObkHybUUhHoi2zI,soy tu problema,spotify:artist:0jIhz2FFQmwcjj63SJh63h,Candela Gómez,2025-04-24,https://i.scdn.co/image/ab67616d0000b273fe6363cf357c7042933815a9,1,1,110883,https://p.scdn.co/mp3-preview/0fb9e668c698a687a13c05e9ed95ad78237dd36c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,45,ESUM72500143,,2026-01-12T20:47:35Z
spotify:track:5GiBUJsWN6jrCPEbHRuG9T,Sparta,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,spotify:album:14OgR04PHXULz1svvsol8L,The Last Stand,spotify:artist:3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2016-08-19,https://i.scdn.co/image/ab67616d0000b2730c100c40bdedea776770e7aa,1,1,264203,https://p.scdn.co/mp3-preview/40181123cc4a1e5229e2bef2aeecf3c28bd14b2b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,DED831600517,,2024-04-17T05:50:30Z
spotify:track:6BxCmy6vGbuOckxg6YfQOW,Stand By,spotify:artist:3bgsNtcf5d5h9jbQbohfBK,Extremoduro,spotify:album:3FgvMxabfL5UtlcPzASEhh,"Yo, Minoría Absoluta",spotify:artist:3bgsNtcf5d5h9jbQbohfBK,Extremoduro,2002,https://i.scdn.co/image/ab67616d0000b2737d95383aa4544f540f26c513,1,4,207986,https://p.scdn.co/mp3-preview/a539d2a0b5fed3a46a57450b9296d30a933a8467?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,ES5010200022,,2024-11-08T09:28:27Z
spotify:track:0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,spotify:album:48D1hRORqJq52qsnUYZX56,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,1972-06-06,https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680,1,4,254293,https://p.scdn.co/mp3-preview/6b0a9731bccd31cea4f1e229800e82b5c7be8f53?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,USJT11200004,,2024-07-01T21:37:25Z
